ticker,date,time,headline,url,source,sentiment
TSLA,Today,10:54AM,China's Brutal Auto Price War Claims Its Biggest Victim Yet: BMW,https://www.barrons.com/articles/bmw-stock-china-guidance-e935f652?mod=bar_FV,finviz,-0.8779
TSLA,Today,10:50AM,Tesla needs to deliver on Robotaxi milestones for shares to find momentum: analyst,https://finance.yahoo.com/markets/stocks/articles/tesla-needs-deliver-robotaxi-milestones-145011677.html,finviz,0.296
TSLA,Today,10:38AM,"Microsoft dips below 200-day moving average: Buy, hold, or sell?",https://finance.yahoo.com/video/microsoft-dips-below-200-day-moving-average-buy-hold-or-sell-143813805.html,finviz,0.0
TSLA,Today,10:33AM,SpaceX Shares Fall for First Time Since Blockbuster Debut,https://finance.yahoo.com/markets/stocks/articles/spacex-heads-toward-fourth-day-082223913.html,finviz,0.7269
TSLA,Today,10:02AM,Musk has made the impossible work. AI data centers in space won't be easy,https://finance.yahoo.com/m/fbe58966-bdab-3276-9f87-36e46bcef3c0/musk-has-made-the-impossible.html,finviz,-0.3412
TSLA,Today,10:02AM,Elon Musk has made the impossible work. But AI data centers in space won't be easy,https://qz.com/tesla-spacex-economic-thresholds-orbital-data-centers-061526,finviz,-0.4782
TSLA,Today,10:01AM,Uber Robo-Taxis Move Step Closer as Self-Driving War Revs Up,https://www.barrons.com/articles/uber-lucid-robo-taxis-self-driving-0779cbe8?mod=bar_FV,finviz,-0.5994
TSLA,Today,09:53AM,Why SpaceX Is Buying Cursor,https://finance.yahoo.com/m/0ceaf83c-fb10-3bc5-b731-b293c1c11d55/why-spacex-is-buying-cursor.html,finviz,0.0
TSLA,Today,09:41AM,"Apple Investors Are Tired of AI Promises, Want Tangible Progress",https://finance.yahoo.com/technology/ai/articles/apple-investors-tired-ai-promises-112159204.html,finviz,0.4215
TSLA,Today,08:59AM,"Tesla Defies Auto Industry Sales Slump, Goldman Raises Q2 Delivery Forecast",https://www.investors.com/news/tesla-sales-goldman-sachs-evs-electric-vehicles-autos-cars?mod=IBD_FV,finviz,0.0
TSLA,Today,08:21AM,SpaceX's near $3 trillion rally comes with one big catch: Chart of the Day,https://finance.yahoo.com/markets/article/spacexs-near-3-trillion-rally-comes-with-one-big-catch-chart-of-the-day-122114608.html,finviz,0.0
TSLA,Today,08:09AM,What History Suggest About SpaceX's Explosive IPO Debut,/news/362321/what-history-suggest-about-spacexs-explosive-ipo-debut,finviz,0.0
TSLA,Today,07:19AM,"Uber and Lucid pick Houston as next robotaxi market as battle with Waymo, Tesla heats up",https://finance.yahoo.com/markets/stocks/article/uber-and-lucid-pick-houston-as-next-robotaxi-market-as-battle-with-waymo-tesla-heats-up-111946695.html,finviz,-0.3818
TSLA,Today,07:03AM,Tesla Stock Is Down. An Argentina Charger Deal Won't Help.,https://www.barrons.com/articles/tesla-stock-price-argentina-deal-11193c7f?mod=bar_FV,finviz,-0.3089
TSLA,Today,06:36AM,Cathie Wood Swaps Tesla for SpaceX in $529M Elon Musk Pivot,https://finance.yahoo.com/m/f26740e4-c8a0-3619-95b4-8cc9586dca0c/cathie-wood-swaps-tesla-for.html,finviz,0.0
TSLA,Today,06:28AM,"Uber Expands Robotaxi Ambitions With WeRide Zurich Launch, Stellantis-Wayve Global Partnership",https://finance.yahoo.com/m/b8af5012-847a-3a6d-8503-fd39fe90295f/uber-expands-robotaxi.html,finviz,0.1761
TSLA,Today,05:17AM,TSLA Stock In Focus: Could Optimus Be The Missing Link Between Tesla And SpaceX?,https://finance.yahoo.com/m/44f29475-4b34-319f-9e0d-ddff0b72f35e/tsla-stock-in-focus%3A-could.html,finviz,-0.296
TSLA,Today,04:53AM,SpaceX Stock Will Face a Reckoning When Investor Lockups End,https://www.barrons.com/articles/spacex-stock-price-investor-lockups-37a3ea6a?mod=bar_FV,finviz,0.0
TSLA,Jun-16-26,11:42PM,SpaceX to acquire Cursor in US$60 billion stock deal after blockbuster IPO,https://www.digitimes.com/news/a20260617VL210/spacex-ipo-xai-startup-acquisition.html,finviz,0.5994
TSLA,Jun-16-26,11:07PM,"Startup Backed by Ex-Google CEO Debuts Robot, LG Partnership",https://finance.yahoo.com/technology/ai/articles/startup-backed-ex-google-ceo-030704320.html,finviz,0.0258
TSLA,Jun-16-26,10:04PM,Xiaomi Auto veteran says Tesla's EV edge starts on factory floor,https://www.digitimes.com/news/a20260617PD202/xiaomi-automotive-vehicle-manufacturing-supply-chain.html,finviz,0.0
TSLA,Jun-16-26,08:40PM,Space data centers face cooling hurdles and cost barriers,https://www.digitimes.com/news/a20260616PD231/spacex-space-tech-data-center-cooling-cost.html,finviz,0.0
TSLA,Jun-16-26,08:23PM,TSLA Stock Falls  Senator Raises Concerns Over Teslas Misleading FSD Safety Data,https://finance.yahoo.com/m/5cb905f4-9659-362c-ac34-394af459b9fb/tsla-stock-falls-%E2%80%93-senator.html,finviz,0.0258
TSLA,Jun-16-26,06:25PM,SpaceX Options Are Heavily Traded on First Day; Call Volume is Fifth Highest,https://www.barrons.com/articles/spacex-options-volume-calls-puts-ef54c9e0?mod=bar_FV,finviz,0.0
TSLA,Jun-16-26,05:25PM,Elon Musk Keeps Getting Richer. Here's How His Wealth Blew Past $1 Trillion.,https://finance.yahoo.com/m/a79b510d-5f9e-3abb-9e5f-07d0fb933c25/elon-musk-keeps-getting.html,finviz,0.765
TSLA,Jun-16-26,04:53PM,Why robotics will be the next great investment theme,https://finance.yahoo.com/video/why-robotics-will-be-the-next-great-investment-theme-205330959.html,finviz,0.6249
TSLA,Jun-16-26,04:53PM,Investors pile into moonshot SpaceX bets as first-day options trading shatters records,https://www.marketwatch.com/story/investors-pile-into-moonshot-spacex-bets-as-first-day-options-trading-shatters-records-1079562e?mod=mw_FV,finviz,0.0
TSLA,Jun-16-26,04:44PM,Tesla Seeks Customer Backing To Oppose New Jersey Driverless Vehicle Bills,https://finance.yahoo.com/m/7e75aa7d-2c82-3a14-b872-79b45efef59f/tesla-seeks-customer-backing.html,finviz,0.0258
TSLA,Jun-16-26,04:35PM,What investors should know before hopping on SpaceX options trades,https://finance.yahoo.com/video/what-investors-should-know-before-hopping-on-spacex-options-trades-203526285.html,finviz,0.0
TSLA,Jun-16-26,04:07PM,SpaceX Stock Faces Tesla-Style Crash Fears as $3 Trillion Valuation Sparks Debate,https://finance.yahoo.com/m/714ccd31-ed56-36b3-903c-56edff9d4113/spacex-stock-faces.html,finviz,-0.6705
TSLA,Jun-16-26,02:56PM,SpaceX Rally Lifts Valor's Stake to Nearly $97 Billion After 43% Gain,https://finance.yahoo.com/markets/stocks/articles/spacex-rally-lifts-valors-stake-185602743.html,finviz,0.5267
TSLA,Jun-16-26,12:59PM,More Robo-Taxis Are Coming. This Stock Is Getting a Boost.,https://www.barrons.com/articles/mobileye-stock-robo-taxis-49418366?mod=bar_FV,finviz,0.4019
TSLA,Jun-16-26,12:35PM,Elon Musk could lose nearly $1 trillion and still be the world's richest person,https://finance.yahoo.com/markets/stocks/articles/elon-musk-could-lose-nearly-163500207.html,finviz,0.1779
TSLA,Jun-16-26,11:00AM,The Mag 7 plus these three AI companies make up the new Fab 10,https://finance.yahoo.com/video/mag-7-plus-three-ai-150000435.html,finviz,0.4588
TSLA,Jun-16-26,10:46AM,"Why Rivian's R2 model is 'almost mass marketable,' but not quite",https://finance.yahoo.com/video/why-rivians-r2-model-is-almost-mass-marketable-but-not-quite-144644644.html,finviz,0.0
