ticker,date,time,headline,url,source,sentiment
PYPL,Jun-16-26,03:53PM,Exclusive: PayPal winds down venture arm as fintech giant restructures under new CEO,https://finance.yahoo.com/technology/articles/exclusive-paypal-winds-down-venture-195309525.html,finviz,0.128
PYPL,Jun-16-26,12:54PM,Report: World Liberty Financial Slated to Receive Federal Banking Charter,https://finance.yahoo.com/m/5235da83-daaf-375b-a7db-a81dbb0152b9/report%3A-world-liberty.html,finviz,0.5267
PYPL,Jun-16-26,12:51AM,PayPal Rival PAYO Stock Heads For Best Month In Nearly 4 Years: Nuvei Deal Sparks Analyst Downgrades,https://finance.yahoo.com/m/7c52c75f-c73b-3182-a36d-f38278982668/paypal-rival-payo-stock-heads.html,finviz,0.6369
PYPL,Jun-15-26,01:00PM,Exclusive: Substack hires Dan Robbins as head of brand sponsorships,https://finance.yahoo.com/m/284630bf-acf2-3f41-b188-502e78ad8faa/exclusive%3A-substack-hires-dan.html,finviz,0.128
PYPL,Jun-15-26,01:57AM,"PYPL Stock Climbs Overnight: Michael Burry Adds To PayPal Bet, Says 'The Body Has Yet To Show'",https://finance.yahoo.com/m/bc9ff01f-7522-318b-b688-889153bcb3b5/pypl-stock-climbs-overnight%3A.html,finviz,0.0
PYPL,Jun-14-26,08:00AM,SpaceX went from three consecutive rocket explosions and near-bankruptcy in 2008 to the biggest IPO in history,https://finance.yahoo.com/markets/stocks/articles/spacex-went-three-consecutive-rocket-120000168.html,finviz,0.0
PYPL,Jun-12-26,11:54AM,The road to SpaceX's juggernaut IPO,https://finance.yahoo.com/markets/stocks/articles/road-spacexs-juggernaut-ipo-155425632.html,finviz,0.0
PYPL,Jun-11-26,04:00PM,Why Elon Musk is the 'king of big ideas',https://finance.yahoo.com/video/why-elon-musk-is-the-king-of-big-ideas-200023430.html,finviz,0.0
PYPL,Jun-11-26,01:36PM,"MoonPay Adds PayPal, NYSE and National Security Veterans to Board",https://finance.yahoo.com/m/0d9260c7-820c-3fc9-b003-b313080ef741/moonpay-adds-paypal%2C-nyse-and.html,finviz,0.34
PYPL,Jun-10-26,07:54PM,Visa Stock: Where Compounding Could Take The Price,https://finance.yahoo.com/m/0061dcd3-3efa-3ff8-b851-cbdf2e5c4e3c/visa-stock%3A-where-compounding.html,finviz,0.0
PYPL,Jun-05-26,08:04AM,Connecticut tech firms ex-CFO pleads guilty to wire fraud,https://finance.yahoo.com/m/a4b14ec3-caa9-3f9b-a020-f6b0fca60d32/connecticut-tech-firm%E2%80%99s.html,finviz,-0.765
PYPL,Jun-04-26,02:13PM,Peter Thiels family office revealed as tenant signing pricey lease at 830 Brickell,https://finance.yahoo.com/markets/stocks/articles/peter-thiel-family-office-revealed-181308141.html,finviz,0.0
PYPL,Jun-03-26,03:59PM,Apple's new feature takes the pain out of splitting the check,https://finance.yahoo.com/video/apples-feature-takes-pain-splitting-195914495.html,finviz,-0.5106
PYPL,Jun-03-26,02:52PM,Is PayPal the Ultimate Asymmetric Fintech Bet at 8x Earnings?,https://finance.yahoo.com/m/458a0353-0fa2-3efc-a1d4-b195112d6895/is-paypal-the-ultimate.html,finviz,0.0
PYPL,Jun-03-26,11:02AM,MoneyGram Brings 80+ Years of Remittance Infrastructure to Stablecoins With MGUSD Launch,https://finance.yahoo.com/m/09e9ba51-67da-3aa5-9b77-dfd1d1f19492/moneygram-brings-80%2B-years-of.html,finviz,0.0
PYPL,Jun-03-26,02:29AM,"This Small-Cap Fintech Stock Is Crushing PayPal, SoFi, Klarna In 2026: Analyst Says Rally Isn't Over Yet",https://finance.yahoo.com/m/c6f48924-6503-3fa5-b1d3-98dd79c89f80/this-small-cap-fintech-stock.html,finviz,-0.3612
PYPL,Jun-02-26,05:06PM,"Western Union, Visa, PayPal, Meta: why major payments giants are racing to Solana",https://finance.yahoo.com/m/a9cfd026-f38d-3f0a-b54b-5c1d659742c3/western-union%2C-visa%2C-paypal%2C.html,finviz,0.0
PYPL,Jun-02-26,11:52AM,"Apple Plans iPhone Bill Splitting as PayPal, Block Pare Gains",https://finance.yahoo.com/markets/stocks/articles/apple-plans-iphone-bill-splitting-155202591.html,finviz,-0.128
PYPL,Jun-02-26,11:00AM,"Palantir, XAI, PayPal, and Robinhood stock analysis",https://finance.yahoo.com/video/palantir-xai-paypal-robinhood-stock-150033501.html,finviz,0.0
PYPL,Jun-02-26,06:28AM,Michael Burry Bets On PayPal Stock As It Trades Over 80% Down From 2021 Highs,https://finance.yahoo.com/video/michael-burry-bets-paypal-stock-102842824.html,finviz,0.0
PYPL,Jun-01-26,11:22AM,House of Doge and Paxos Partner to Expand Regulated Access to Dogecoin,https://finance.yahoo.com/m/f6cdf61a-4bb9-3f1d-8cdb-c4e75e54215a/house-of-doge-and-paxos.html,finviz,0.3182
PYPL,Jun-01-26,11:01AM,"TBH Stock Climbs On House Of Doge-Paxos Dogecoin Deal, But Reverse Split Muddies The Retail Sentiment",https://finance.yahoo.com/m/87785730-cdaf-3c1d-bc55-02445eebfcf8/tbh-stock-climbs-on-house-of.html,finviz,0.0
PYPL,Jun-01-26,06:00AM,Is Affirm outgrowing credit cards? Max Levchin explains,https://finance.yahoo.com/video/affirm-outgrowing-credit-cards-max-100000077.html,finviz,0.3818
PYPL,May-31-26,02:00PM,Is AI unique or just the latest tech to 'terraform' financial systems?,https://finance.yahoo.com/video/ai-unique-just-latest-tech-180000712.html,finviz,0.0
PYPL,May-29-26,06:04AM,"Tencent rolls out inbound payments upgrades, adds PayPal QR support",https://finance.yahoo.com/m/ce0d9ba7-5cb7-30c0-84dc-e5ae6cd63254/tencent-rolls-out-inbound.html,finviz,0.4019
PYPL,May-28-26,10:06AM,Paxos Wins SEC Clearing Agency Approval for Blockchain Settlement Business,https://finance.yahoo.com/m/5c2c0090-4da6-36c3-a3eb-225097c116f1/paxos-wins-sec-clearing.html,finviz,0.7783
PYPL,May-28-26,01:27AM,"In a tourist-friendly move, China's Tencent to allow PayPal payments through its WeChat networks",https://finance.yahoo.com/markets/currencies/articles/tourist-friendly-move-chinas-tencent-052722671.html,finviz,0.2263
PYPL,May-27-26,02:49PM,"Cash App Now Supports Stablecoins, Despite Bitcoin Maxi Jack Dorsey's 'Gatekeeper' Gripes",https://finance.yahoo.com/m/146a3bba-bc65-36f6-b56f-24ffa67da81d/cash-app-now-supports.html,finviz,0.3612
PYPL,May-27-26,02:32PM,PayPal Links With WeChat Pay,https://finance.yahoo.com/markets/crypto/articles/paypal-links-wechat-pay-183227740.html,finviz,-0.1027
PYPL,May-27-26,01:25PM,"Ford, GM, Stellantis Join Crypto Firms In Trump-Era Bank Charter Push After Winning Preliminary FDIC Approval: Report",https://finance.yahoo.com/m/b259497d-e9de-3233-82dc-5cedb9f5e395/ford%2C-gm%2C-stellantis-join.html,finviz,0.8271
PYPL,May-27-26,09:20AM,LendingClub CEO expects skinned knees amid fintech charter rush,https://finance.yahoo.com/m/fd20ac99-9bab-3290-a0de-21431eefa94f/lendingclub-ceo-expects.html,finviz,0.0
PYPL,May-27-26,07:53AM,"Tencent links PayPal to WeChat Pay network, enabling US users to spend across China",https://finance.yahoo.com/markets/crypto/articles/tencent-links-paypal-wechat-pay-115346909.html,finviz,-0.1027
PYPL,May-27-26,12:00AM,AP Top Financial News at 2:39 p.m. EDT,https://finance.yahoo.com/markets/stocks/articles/ap-top-financial-news-12-040000140.html,finviz,0.2023
PYPL,May-27-26,12:00AM,AP Top Extended Financial Headlines at 9:54 a.m. EDT,https://finance.yahoo.com/markets/stocks/articles/ap-top-extended-financial-headlines-040000579.html,finviz,0.2023
PYPL,May-26-26,10:11AM,PayPals online checkout empire is under siege as rivals squeeze its core business,https://finance.yahoo.com/markets/stocks/articles/paypal-online-checkout-empire-under-141144537.html,finviz,0.0
PYPL,May-26-26,09:36AM,"The Tour Guy Launches ""Reserve Now, Pay Later,"" Bringing Big-Tech Booking Flexibility to Independent Travel",/news/357017/the-tour-guy-launches-reserve-now-pay-later-bringing-big-tech-booking-flexibility-to-independent-travel,finviz,0.25
PYPL,May-26-26,12:00AM,AP Top Financial News at 8:40 p.m. EDT,https://finance.yahoo.com/markets/stocks/articles/ap-top-financial-news-12-040000169.html,finviz,0.2023
PYPL,May-26-26,12:00AM,AP Top Extended Financial Headlines at 8:39 p.m. EDT,https://finance.yahoo.com/markets/stocks/articles/ap-top-extended-financial-headlines-040000436.html,finviz,0.2023
PYPL,May-22-26,01:12AM,"Analysis-ECB, banks rift hampers Europe's efforts to loosen reliance on US payments giants",https://finance.yahoo.com/economy/policy/articles/analysis-ecb-banks-rift-hampers-051211210.html,finviz,0.0
PYPL,May-21-26,07:06AM,Factbox-IPO-bound SpaceX's board is stacked with Musk empire loyalists,https://finance.yahoo.com/markets/stocks/articles/factbox-ipo-bound-spacexs-board-110616776.html,finviz,0.2732
PYPL,May-20-26,07:55AM,Solana News: Amundi Breaks Into Solana  Europes Largest Asset Manager Launches SOL UCITS Fund,https://finance.yahoo.com/m/43fc8b15-f2bf-36ea-94cb-d160b3fb7873/solana-news%3A-amundi-breaks.html,finviz,0.3612
PYPL,May-19-26,09:29AM,Africas business leaders push for smarter growth at Paris forum {Business Africa},https://finance.yahoo.com/m/8f01535b-8c90-3cde-b359-19a8b29e255e/africa%E2%80%99s-business-leaders.html,finviz,0.6808
PYPL,May-13-26,04:46PM,PayPal Partners With Seattle Seahawks: Will it Boost Its Platform?,https://qz.com/paypal-partners-with-seattle-seahawks-will-it-boost-its-platform,finviz,0.4019
PYPL,May-13-26,03:36PM,Trump's 'war on DEI' reaches PayPal,https://finance.yahoo.com/m/cd865f9f-02c9-3149-ba44-ceead0c16200/trump%27s-%27war-on-dei%27-reaches.html,finviz,-0.5719
PYPL,May-13-26,12:05PM,Anthropic debuts Claude for Small Business as it continues its enterprise software push,https://finance.yahoo.com/news/anthropic-debuts-claude-for-small-business-as-it-continues-its-enterprise-software-push-160500355.html,finviz,0.0
PYPL,May-12-26,02:45PM,Kevin Hartzs A* just closed its third fund with $450M,https://finance.yahoo.com/markets/stocks/articles/kevin-hartz-just-closed-third-184505752.html,finviz,0.0
PYPL,May-12-26,09:00AM,PayPal Announces New Global Goal to Support 25 Million People and Small Businesses by 2030,/news/353416/paypal-announces-new-global-goal-to-support-25-million-people-and-small-businesses-by-2030,finviz,0.4019
PYPL,May-11-26,09:00AM,Seattle Seahawks and PayPal announce PayPal as the team's Official Fan-to-Fan Payments & Exclusive Digital Ticket Payment Processing Partner,/news/352922/seattle-seahawks-and-paypal-announce-paypal-as-the-teams-official-fan-to-fan-payments-exclusive-digital-ticket-payment-processing-partner,finviz,0.128
PYPL,May-09-26,10:31PM,Banking groups and crypto advocates clash over stablecoin rewards in Senate bill,https://finance.yahoo.com/markets/crypto/articles/banking-groups-crypto-advocates-clash-023156307.html,finviz,0.4767
PYPL,May-09-26,03:45AM,U.S. Senate Banking Committee moves to advance Clarity Act crypto framework,https://finance.yahoo.com/markets/crypto/articles/u-senate-banking-committee-moves-074513426.html,finviz,0.4019
PYPL,May-08-26,09:01AM,"Tech layoffs this week: Cloudflare, Coinbase, Upwork, and others point to AI as they slash jobs",https://finance.yahoo.com/m/ceb5ad18-531b-3cee-a85a-f117afa249c8/tech-layoffs-this-week%3A.html,finviz,-0.2732
PYPL,May-08-26,05:10AM,Consensus 2026 Highlights Cryptos Growing Confidence and Adoption Challenges,https://finance.yahoo.com/m/a93f849e-9c95-354c-8c55-f93988c6cb47/consensus-2026-highlights.html,finviz,0.6486
PYPL,May-07-26,09:34PM,"California tech company Cloudflare to lay off more than 1,000 workers, cites AI",https://finance.yahoo.com/sectors/technology/articles/california-tech-company-cloudflare-lay-013404900.html,finviz,0.0
PYPL,May-07-26,11:09AM,AI-Driven Commerce Momentum Lifts Commerce.com (CMRC) Results as Profitability Improves,https://finance.yahoo.com/m/b7cbca81-afc8-37ab-92fb-cf157866cfe2/ai-driven-commerce-momentum.html,finviz,0.5994
